label,sms
ham,K.:)you are the only girl waiting in reception ah?
ham,Total video converter free download type this in google search:)
spam,"Want to join the WRC Rally in Oz? Get in with Lucozade Energy! Send 'RALLY LE' to 61200 for 25p, or see more on lucozade packs or at lucozade.co.uk/wrc ?it might be your chance!"
ham,K..u also dont msg or reply to his msg..
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"From your network operator: This service is provided at no charge. For Terms and Conditions, check out 80488.biz."
spam,"Act quickly! Secure one of the 800 FREE flights to Europe we're giving away. Call before the 10th of September, and your friend flies free too. Dial 09050000555 to claim. Charge: 150ppm. Reference: BA128NNFWFLY."
spam,You're a Winner! Secure your guaranteed ?000 cash or a ?000 prize by phoning 08714712412 between 10am and 7pm. Call charge: 10p.
ham,Or remind me in a few hrs.
spam,"Exclusive for Orange customers! Your loyalty is valued, and you can now claim your FREE CAMERA PHONE upgrade. Give us a call at 0207 153 9996 to seize this opportunity before it expires on 14th March. Terms and conditions apply, and opt-out is available."
spam,"Great news, you've earned a ?,000 prize! To make it yours, contact 09050000301."
spam,"Enjoyed the new content? To unsubscribe, simply text 'stop' to 61610. For assistance, call 087124006024 at 50p. Content provided by tones2you.co.uk."
spam,"Claim free video camera phones with 12 months of half-price line rental, including 500 minutes and 100 texts. Reach out to MobileUpd8 via 08001950382, or for opt-out options, 674&."
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Another month. I need chocolate weed and alcohol.
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Okay same with me. Well thanks for the clarification
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"Yes, princess. Are you going to make me moan?"
ham,"Yo my trip got postponed, you still stocked up?"
spam,"Victory Call: You've been specially selected to either receive ?000 cash or a ?000 prize. Speak to an operator at 08714712377, 9am-7pm to claim. Call costs 10p."
spam,"Want to compete in the WRC Rally in Australia? Join in with Lucozade Energy. SMS RALLY LE to 61200 (only 25p), find more info on packs or visit lucozade.co.uk/wrc ?it could be your chance!"
spam,"It's the 2nd attempt to reach you. You're the winner of the ?50 prize. Claim your prize effortlessly, call 08718726970 RIGHT NOW! The cost is just 10p per minute. BT national rate."
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,"complimentary 4 STAR Ibiza Holiday or Â£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
spam,XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
spam,"Elevate your phone's vibe with a new tone every week. Reply with TONES2U. Browse the best at www.ringtones.co.uk. Each tone costs 3GBP, network rates also apply."
spam,"Get Alfie Moon's Children in Need song for just 5p on your phone and help charity. Inform your friends. For Nokia, text 'Tone charity' to 8007, or for polyphonic, 'Poly charity' to zed 08701417012. Proceeds benefit charity."
ham,Holy living christ what is taking you so long
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,"Congratulations are in order! You've been granted the choice of ?00 in CD gift vouchers or complimentary entry into our weekly ?00 draw. Text ""MUSIC"" to 87066 to redeem your award. Review the terms and conditions at www.Ldew.com. Participants should be 16 or older. Subscription: 1win150ppmx3age16."
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,"I want to show you the world, princess :) how about europe?"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,What you doing?how are you?
ham,Jordan got voted out last nite!
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,Hey come online! Use msn... We are all there
spam,"It is REQUESTED THAT YOU MAKE A PROMPT CALL to 08712402578, as there is an urgent message awaiting you."
ham,Why do you ask princess?
spam,Message from 88877: Gain free access to our weekly ?50 competition by simply texting 'ENTER' to 88877. Age 18+; terms and conditions at www.textcomp.com.
spam,"Unknown to each other for now. Change that by messaging CHAT to 86688. Each message costs 150p. HG/Suite342/2Lands/Row/W1J6HL, London, must be 18 or older."
spam,"Well done! You've won a guaranteed ?2,000 award, and there's also a chance to win ?,000 in cash. To receive your prize, call freely at 0800 ..... (18+). It's a valid free phone number. How do you feel about it?"
spam,"Discounted wedding lingerie available at www.bridal.petticoatdreams.co.uk. Explore our premium selection, now with national delivery. Proudly presented by WeddingFriend."
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Now project pa. After that only i can come.
spam,"Great news! You're the lucky WINNER of a guaranteed ?000 cash or a ?000 prize. To claim your prize, please contact our customer service representative by..."
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Great! How is the office today?
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,Idea will soon get converted to live:)
spam,Enter for free into a weekly competition to win an iPod. Text POD to 80182 for your entry (standard text rate). Terms & Conditions apply. Call 08452810073 for details. 18+ only.
spam,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,When i have stuff to sell i.ll tell you
ham,For my family happiness..
spam,An exclusive message: Your 2003 Account Statement for 07973788240 discloses 800 unclaimed S.I.M. points. Don't forget to dial 08715203649 and reference Identifier Code: 40533. This opportunity is valid until 31/10/04.
ham,Ok...
ham,Stupid auto correct on my phone
ham,Yeah that'd pretty much be the best case scenario
spam,"Can you handle the WRC Rally in Australia? Enter with Lucozade Energy! Message RALLY LE to 61200 (costs 25p), visit lucozade.co.uk/wrc, and you could be there!"
spam,"Auction update: We're in round 4 with a high bid of ?4. Aim for a maximum bid of ?1. Enter by sending 'BIDS' and your amount, like '10', to 83383. Best wishes."
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
spam,"Help UNICEF's Asian Tsunami disaster fund with a ?.50 donation. Text the word DONATE to 864233, and the donation will appear on your next bill."
ham,Thanks for picking up the trash.
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,Home so we can always chat
spam,"Enjoy a sexy St George's Day picture of Jordan for FREE! Simply text PIC to 89080, and then look forward to a saucy celeb pic weekly. For more, check PocketBabe.co.uk or dial 0870241182716. ? per week, suitable for 16 and older."
spam,"It's time to claim 250 FREE SMS messages! Text OK to 84025 now. Enjoy web2mobile for connecting with friends and beyond. Join Txt250.com for a mere 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop."
ham,No he didn't. Spring is coming early yay!
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
spam,"Attention sports enthusiasts! Receive the latest sports news straight to your mobile with one week free and a bonus tone! Text 'SPORT ON' to 8007. Visit www.getzed.co.uk, 16+ only. Normal rate: 4 texts/120p."
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
spam,Message from ROMCAPspam: Your warmth and outgoing attitude ensure positive responses from those around you. Youï¿½re like a burst of sunshine in people's lives.
spam,You've got your mobile content. Time to enjoy!
spam,"Ready to make your phone more exciting with a new tone each week? Reply with TONES2U to this text message. Explore www.ringtones.co.uk, celebrated as the original and top-notch source for tones. The cost for tones is 3GBP, with network operator rates to consider."
spam,"Win a year's supply of CDs from your favorite store, valued at ?00, and get a chance in our ?00 weekly draw! Text MUSIC to 87066. Terms at www.Ldew.com, for 16+, 1 win per 150ppm x3."
ham,Please don't text me anymore. I have nothing else to say.
spam,"Immediate action required! Please call 0906346330 urgently. Your ABTA complimentary 4-star Spanish Holiday or a ?0,000 cash prize is prepared for collection. Terms and conditions (T&Cs) can be obtained by sending a self-addressed envelope (SAE) to BOX 47, PO19 2EZ. Calls are charged at 150ppm, and participants must be 18 or older."
spam,"SMS Services: If you want to use your inclusive text credits, go to www.comuk.net and log in with the code 3qxj9. You can unsubscribe anytime by texting ""STOP"" at no extra charge. For support, call 08702840625. Address: 220-CM2 9AE."
spam,Alert: You've won a ?000 Bonus Caller Prize linked to your mobile number. Contact 09058095201 from a landline within the next 12 hours.
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,Yo you around? A friend of mine's lookin to pick up later tonight
spam,"Exclusive Offer: You've been chosen for a ?000 prize! Don't delay, call 08712402050 before the line closes. Cost: 10ppm, 16+ only. Subject to T&Cs. AG Promo."
spam,"Our records suggest that you could qualify for ?000 in compensation for the accident you were involved in. To claim at no cost, respond with CLAIM to this message. To cease, send STOP."
spam,"Your HMV Quiz account shows a cash balance of ?00. For a chance to maximize it, send HMV1 to 86688, costing just 150p per message."
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
spam,Mobile Club invites you to select top-tier items for your mobile. Enter 7cfca1a.
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Simply sitting and watching match in office..
spam,Time-sensitive alert! We're trying to inform you about your guaranteed ?00 win in today's draw. Dial 09050003091 from a landline and mention C52 to claim. Valid for 12 hours.
ham,Today am going to college so am not able to atten the class.
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
spam,"A Secret Admirer is trying to make contact with you. Interested in knowing who holds you in high regard? Call 09065171142 and uncover the identity. To stop SMS, reply with ""STOPSMS-08."""
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;
ham,Do you think i can move  &lt;#&gt;  in a week
ham,S:)no competition for him.
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
spam,"Unlock Chat Hacks. Gain access to 121 chat rooms through the backdoor at a fraction of the cost. Reply NEO69 or call 09050280520 to subscribe for 25p per minute. DPS, Bcm box 8027 Ldn, wc1n3xx"
spam,"Amazing news! You've scored 2 mobile 3G Videophones. Dial 09063458130 right away! Have fun video chatting with your pals, playing Java games, downloading polyphonic music, and renting online."
spam,"Immediate action required: Dial 09066649731 from a landline. Claim your complimentary 4-star Ibiza Holiday or ?0,000 cash. T&Cs at SAE PO BOX 434 SK3 8WP, 150p per minute, 18+ only."
ham,You said not now. No problem. When you can. Let me know.
ham,Pete can you please ring meive hardly gotany credit
spam,"Hey there, babe, have you forgotten about me? Be cautious, scammers are getting clever. Even though it seems like a normal Vodafone number, responding leads to premium rate messages or subscriptions. Watch out, other numbers are also employed."
spam,"Summer's here and so is the chance to chat or flirt with appealing singles around you. Get matched by replying SUMMER. Free registration, opt-out via STOP, questions at 08714742804."
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,How abt making some of the pics bigger?
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
spam,"Immediate attention required! Call 0906346330 urgently. Your ABTA complimentary 4-star Spanish Holiday or a ?0,000 cash prize is awaiting your claim. Obtain terms and conditions (T&Cs) by sending a self-addressed envelope (SAE) to BOX 47, PO19 2EZ. Calls are charged at 150ppm, and participants must be 18 or older."
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
spam,Immerse yourself in spicy stories and meet GIRLS who can't wait to connect with you!
spam,"Don't miss FREE2DAY! Grab a hot St George's Day pic of Jordan! Text PIC to 89080 without delay. Plus, receive a provocative celeb pic every week! For extra pics, check out PocketBabe.co.uk. 0870241182716. ?/week."
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
spam,"Show your love uniquely ?send a logo combining your names with a heart. SMS 'LOVE NAME1 NAME2 MOBNO', for example, 'LOVE ADAM EVE 07123456789' to 87077. Yahoo! POBox36504W45WQ, text 'NO' to avoid ads, price 150p."
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,"Exclusive 2004 Mobiles Offer! Message NOKIA to 89545 and claim your mobile. Prices start at only ?. Opt-out at www.4-tc.biz or 08718726270. Cost: ?.50/msg, 18+ only, TXTAUCTION."
spam,"Engage with someone appealing today through texting. Find a date or just flirtï¿½the choice is yours. Register for just 10p. Reply with your NAME & AGE, like 'Sam 25'. Note: 18+ messages at 38 pence each."
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
spam,"The password for accessing wap.mobsi.com this month is 391784. Be sure to use it on your wap phone, not a PC."
spam,Notification 1 of 3. Your order for a ringtone has been received and is undergoing processing.
ham,Pls accept me for one day. Or am begging you change the number.
spam,"December Special: Own your mobile for 11+ months? Get a free upgrade to the latest color camera phone! Contact The Mobile Update VCo at 08002986906, free of charge."
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,"Attention: You're a winner of a ?00 prize in today's draw! To claim this guaranteed prize, contact us at 09050001808 from a landline with claim code M95. Offer expires in 12 hours."
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
spam,"An individual you're acquainted with is trying to reach you through our dating platform! To find out who it is, use your mobile or landline to call 09064015307. Reference BOX334SK38ch."
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
spam,"Immediate action required! Your mobile number has secured a ?000 Bonus Caller prize dated 10/06/03. We've tried reaching you twice! Please dial 09066368753 without delay! Box 97N7QP, rate: 150ppm."
spam,Vital customer service information needs your attention. Call FREEPHONE 0800 542 0825 at this moment to access it.
ham,Oh you got many responsibilities.
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,ok. I am a gentleman and will treat you with dignity and respect.
spam,"URGENT NOTIFICATION! We are in the process of reaching out to you. The results of last weekend's draw indicate your confirmed Â£1000 prize. Waste no time; make the call to 09064017295 using claim code K52. This opportunity is valid for 12 hours, and the call rate is 150p per minute."
ham,Ok... Thanx... Gd nite 2 Ã¼ too...
ham,Not getting anywhere with this damn job hunting over here!
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,No problem. Talk to you later
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,"Aight, you close by or still down around alex's place?"
ham,Customer place i will call you
ham,K:)k:)good:)study well.
ham,Oh k k:)but he is not a big hitter.anyway good
spam,"Housewives looking for excitement! Chat and date immediately by calling 0871750.77.11! Enjoy a low BT national rate of 10p/min, valid for landline users."
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"Theoretically yeah, he could be able to come"
spam,"Hey love, it's Chloe! How's it going? Saturday night was wild and fantastic! How did your weekend go? Have you missed me? SP visionsms.com. To unsubscribe, text stop. 150p per text."
spam,You've won a chance to claim two VIP front-row tickets to Blu's November concert or receive a guaranteed Blu gift. Call 09061104276 to redeem. Visit www.smsco.net for terms. Cost up to ?.75.
spam,"Ringtone Offer: FREE to start! Reply with REAL or POLY, like REAL1. Choices: PushButton, DontCha, etc. Get the first tone free and enjoy six more by joining for ? per week."
ham,Otherwise had part time job na-tuition..
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
spam,It's interesting how a child afraid of the dark soon grows into a teenager who relishes staying out all night.
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,LOL that would be awesome payback.
ham,Are you up for the challenge? I know i am :)
ham,"Trust me. Even if isn't there, its there."
spam,"You currently have ?00 in your cash balance. To boost it, text ""GO"" to 86688, just 150p per message. Reach us at 08718720201. PO BOX 114/14, TCR/W1."
ham,Do u still have plumbers tape and a wrench we could borrow?
spam,"Act urgently! Your mobile number has been designated to receive a certain ?000 prize. To redeem it, make a call to 09061790125 from a landline and quote the code 3030. This opportunity is valid for the next 12 hours and incurs a charge of 150ppm."
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
spam,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,"SIX chances at cash winnings! Earn between ?00 and ?0,000 - send 'CSH11' to 87575. 150p/day cost, valid for 6 days, must be over 16. T&Cs in effect. Reply with HL for further info."
ham,U can call now...
spam,"TheMob has exciting news! Hot downloads are available for our members. All you need to do is click and open the next link sent to your phone, absolutely free!"
ham,Do you want bold 2 or bb torch
ham,WHITE FUDGE OREOS ARE IN STORES
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,Lol I would but despite these cramps I like being a girl.
ham,How are you enjoying this semester? Take care brother.
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
spam,"Last opportunity! Seize your ?50 worth of discount vouchers today! Text YES to 85023 immediately! Enjoy member offers from SavaMob! Terms and conditions at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+."
ham,R u in this continent?
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,We have all rounder:)so not required:)
spam,You've earned a SiPix Digital Camera! Feel free to dial 09061221066 from your landline to receive it. Delivery will take place within 28 days.
spam,Join the Ringtone Club: Access the UK singles chart on your mobile weekly and pick any high-quality ringtone of your choice! This message is provided at no cost.
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,I'm home.
spam,"Attention Vodafone customers: Numbers ending in 7548 are set to receive a $350 bonus today. Match your number and call 08712300220, citing claim code 4041. Regular rates apply."
ham,Raviyog Peripherals bhayandar east
spam,"Your credits have been added to your account on http://www.bubbletext.com. Your renewal PIN is ""tgxxrz."""
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,Yes:)here tv is always available in work place..
spam,"You're a Winner! Our system has picked you, a cherished Vodafone customer, for a ?50 prize. Collecting it is straightforward - call 09061743386."
ham,"Awesome, be there in a minute"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,"Alert! We need to reach you urgently. You've won a guaranteed prize of ?00 in today's draw. To claim, use a landline to call 09050003091. Claim with C52. This is valid for 12 hours only."
spam,"URGENT NOTICE: Mobile number 07xxxxxxxxx has been awarded a ?,000 bonus caller prize dated 02/06/03. Call 09066362231 immediately! This is our second attempt to reach you."
spam,"Luck be with you! The drawing is set for 28th February 06. Best of Luck! For opting out, text STOP to 87239. Contact customer services at 08708034412."
spam,Enter to win ?50 cash weekly! Text 'PLAY' to 83370. Full T's&C's available at www.music-trivia.net. Customer service at 08715705022. Weekly charge: 150p.
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,What time. I?ï¿½m out until prob 3 or so
spam,Loan application declined? Issues with secured or unsecured loans? Reach out for free by calling 0800 195 6669 or text 'help' for support.
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Geeeee ... Your internet is really bad today, eh ?"
spam,"To access your bundled text credits, kindly proceed to www.comuk.net and log in using the code 3qxj9. If you wish to discontinue the service, you can do so without any extra charges by selecting the 'STOP' option. For support, please call 08702840625. COMUK. Located at 220-CM2 9AE."
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
spam,"Immediate action needed: You're the recipient of an all-inclusive EuroDisinc Trav excursion, Aco&Entry41, or take ?000 instead. Text DIS to 87121 to claim. 18+ fees apply. LS1 3AJ."
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,"Fantastic news! You're the lucky recipient of 2 mobile 3G Videophones. Dial 09063458130 immediately! Experience video chats with friends, play Java games, download polyphonic music, and enjoy online rentals."
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
spam,"Join New TEXTBUDDY and engage in fun chats with horny guys in your area for only 25p per message. Receiving messages won't cost you a thing. Search by postcode or visit gaytextbuddy.com. Kickstart it by texting ONE name to 89693. To end, reply STOP to 08715500022."
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
spam,"Exclusive Offer: Complimentary video camera phones, half the line rental for 12 months, 500 minutes across networks, and 100 texts. Call MobileUpd8 on 08001950382, or opt out at Call2OptOut/674."
spam,"Congratulations, you're a ?000 prize winner or guaranteed a Caller Prize. Final notice to contact us! Call 09071517866 to claim. Costs 150ppm, POBox10183, Birmingham B64XE."
spam,Get ready for the Sunshine Quiz Weekly Challenge! You could win a premium Sony DVD player. Just answer this: In which country did Liverpool play midweek? Text your response to 82277. Cost: ?.50. SP: Tyrone.
ham,ITS A LAPTOP TAKE IT WITH YOU.
spam,"Your balance is currently ?00. The next query: Who was the voice behind 'Uptown Girl' in the 80's? To answer this, text your ANSWER to 83600. Wishing you the best of luck!"
spam,"This is a time-sensitive matter! Please make a call to 09061213237 from a landline. You have the opportunity to collect either ?000 in cash or embark on a luxurious 4-star holiday in the Canary Islands. Don't forget to review the terms and conditions; you can request them by sending an SAE to PO Box 177, M227XY. The call rate is 150ppm, and participants must be 16 or older."
spam,"U 447801259231, there exists a secret admirer keen on making contact with youï¿½identify them and reveal who esteems youï¿½contact 09058094597."
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
spam,"Exclusive from Jamster! Secure your free wallpaper, text HEART to 88888 instantly! Terms & conditions apply, for individuals 16+. Help required? Phone 08701213186."
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Hey you told your name to gautham ah?
ham,"I wake up long ago already... Dunno, what other thing?"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,"Greetings, Voucher Holder! To take advantage of this week's unique offer, navigate to http://www.e-tlp.co.uk/expressoffer from your PC. Make sure to familiarize yourself with the terms and conditions. If you prefer not to receive further texts, send STOP to 80062."
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their 'suppliers,' just as a shop has to give a guarantee on what they sell. B. G."
spam,"New from your ringtone provider: Receive 25 complimentary credits! Select your ringtones at club4mobiles.com. To opt out, send 'CLUB STOP' to 87070. Charges are 150p/week, Club4, PO Box 1146, MK45 2WT."
ham,I had askd u a question some hours before. Its answer
spam,"Don't miss out on your free ringtone. Text the password ""MIX"" to 85069 for confirmation. You'll get songs by Usher and Britney. Sent by FML, PO Box 5249, MK17 92H. 450Ppw 16."
spam,"We have exciting news for you! You've WON a guaranteed ?000 cash or a ?000 prize. To claim your prize, reach out to our customer service representative through..."
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
spam,"Receive the hottest pics straight to your phone!! Watch me getting Wet and Wanting, just for you xx. Text PICS to 89555 now! Text costs 150p. Text operator: g696ga. 18+. XxX"
spam,"Clearance Alert: 500 brand-new 2004 mobile phones must be claimed! Text NOKIA to 89545 and secure yours today for just ?. Visit www.4-tc.biz to opt-out or call 08718726270 at ?.50 per text, 18+."
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
spam,Hereï¿½s your chance to win the newest 'Harry Potter and the Order of the Phoenix (Book 5)'. Reply HARRY and answer five questions to possibly be among the first readers.
spam,"Access a variety of ringtones with ringtoneking, just dial 84484"
ham,Then Ã¼ wait 4 me at bus stop aft ur lect lar. If i dun c Ã¼ then i go get my car then come back n pick Ã¼.
ham,"Uh, heads up we don't have THAT much left"
ham,", how's things? Just a quick question."
spam,"Greetings from UK-mobile-date! You can enjoy free calling to 08719839835 with this message. Daily charges of 150p will apply to future messages. To cancel, simply send ""go stop"" to 89123."
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
spam,"You and I are unknown to each other. Why not change that? Send 'CHAT' to 86688 and let's connect! Cost: 150p/message. Address: HG/Suite342/2Lands/Row/W1J6HL, London. Suitable for 18 and older."
spam,"Get the new season off to an exciting start with a free two-week subscription for goals and news on your mobile. Text your club's name to 87077, e.g., VILLA to 87077."
spam,"Your cash balance is currently at ?00. To maximize your earnings, send COLLECT to 83600 at a cost of 150p per message. For assistance, contact customer care at 08718720201, PO BOX 114/14 TCR/W1."
