Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","If you don't, another customer will receive the prize. Terms and conditions can be found at www.t-c.biz. You must be 18 or older. The call rate is 150p/min. Polo Ltd, Suite 373, London W1J 6HL. Please redial if the line is busy.","Should you choose not to, another customer will be the recipient of the prize. Refer to www.t-c.biz for terms and conditions. You must be 18 years or older. Calls cost 150p/min. Address: Polo Ltd, Suite 373, London W1J 6HL. Feel free to call again if the line is occupied.","Failure to comply will result in the prize being awarded to another customer. Detailed terms and conditions can be viewed at www.t-c.biz. Participants must be 18 or above. The call rate is 150p/min. Polo Ltd, Suite 373, London W1J 6HL. Please make a return call in case of a busy line.","Should you decline, the prize will be passed on to another customer. For complete terms and conditions, visit www.t-c.biz. Participants must be 18 years or older. Calls are charged at 150p/min. Address: Polo Ltd, Suite 373, London W1J 6HL. Please retry your call if it's not successful.","Failing to accept will result in the prize being granted to another customer. You can find the full terms and conditions at www.t-c.biz. You must be 18 or older. The call rate is 150p/min. Address: Polo Ltd, Suite 373, London W1J 6HL. If the line is busy, please consider redialing."
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,"Do you have a preference for a New Nokia 3510i Color Phone to be Delivered Tomorrow? It includes 200 FREE minutes for any mobile, 100 FREE text messages, and a complimentary camcorder. You can respond or dial 8000930705.","Would you like to have a Brand-New Nokia 3510i Colour Phone delivered to your location tomorrow? It comes with 200 FREE minutes for use with any mobile, 100 FREE text messages, and a complimentary camcorder. Feel free to reply or reach us at 8000930705.","Is a New Nokia 3510i Colour Phone with delivery scheduled for tomorrow of interest to you? It includes 200 FREE minutes that can be used with any mobile, 100 FREE text messages, and a complimentary camcorder. You can reply or give us a call at 8000930705.","Do you desire to have a shiny new Nokia 3510i Color Phone delivered to your location as soon as tomorrow? This amazing package includes a generous 200 free minutes for calling any mobile, 100 free text messages, and a free camcorder. Please don't hesitate to reply or call us at 8000930705 to secure this offer.","Would you like to receive a brand-new Nokia 3510i Color Phone delivered right to your door by tomorrow? This exclusive package includes 200 free minutes for calls to any mobile, 100 free text messages, and a bonus free camcorder. Feel free to reply or call us at 8000930705 to claim this enticing offer."
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,"Receipt 1 of 3. You've requested a new ringtone, and we're currently processing your order.",Acknowledgment 1 of 3. Your ringtone order is in progress and being processed.,Confirmation 1 of 3. Your request for a ringtone is now being processed.,Notification 1 of 3. Your order for a ringtone has been received and is undergoing processing.,Update 1 of 3. Your ringtone request is in the process of being fulfilled.
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,"As a part of our registered subscriber base, you have the chance to participate in a draw for a 100 GB gift voucher. To enter, simply reply with ""ENTER."" To stop receiving messages, send ""STOP.""","Being one of our registered subscribers, you qualify for entry into a drawing for a 100 GB gift voucher by responding with ""ENTER."" If you wish to opt out, text ""STOP.""","You're among our registered subscribers, which means you're eligible to join a competition for a 100 GB gift voucher. To take part, reply with ""ENTER."" To unsubscribe, text ""STOP.""","As one of our registered subscribers, you have the opportunity to enter a draw for a 100 GB gift voucher by replying with ""ENTER."" If you no longer wish to receive messages, send ""STOP.""","You're part of our registered subscriber community, and that makes you eligible to participate in a prize draw for a 100 GB gift voucher. To join, just reply with ""ENTER."" To end your subscription, text ""STOP."""
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""","To have an opportunity to WIN a Bluetooth Headset for FREE, all you need to do is reply with ""ADP.""","Your chance to WIN a FREE Bluetooth Headset awaits! Just respond with ""ADP.""","You can enter for a chance to WIN a FREE Bluetooth Headset by simply replying with ""ADP.""","For a shot at winning a Bluetooth Headset at no cost, just reply back with ""ADP.""","Your opportunity to WIN a Bluetooth Headset for FREE is here ?reply with ""ADP"" to enter."
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Don't be sluggish ?be lively and cheerful! It's the only gay chat service that allows photo uploads. Call 08718730666 (10p/min).,"Be quick and joyful, not slow! It's the exclusive gay chat service where you can share photos. Dial 08718730666 (10p/min).",Stay energetic and cheerful ?the one and only gay chat service with photo sharing. Call 08718730666 (10p/min).,Be snappy and in good spirits! This is the sole gay chat service offering photo uploads. Dial 08718730666 (10p/min).,"Don't lag behind, stay vibrant! It's the unique gay chat service where you can share photos. Call 08718730666 (10p/min)."
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","You have been urgently granted a free journey to EuroDisinc Travel, including accommodations and entry worth ?000. To receive it, text DIS to 87121. (18+, ?.50 per message, additional charges may apply from mobile providers, 10, LS1 3AJ)","An urgent announcement: You've been selected to receive a complimentary trip to EuroDisinc Trav, along with accommodation and entry valued at ?000. To claim, simply send a text with DIS to 87121. (Ages 18 and above, ?.50 per SMS, additional charges from your mobile provider may apply, 10, LS1 3AJ)","Important news! You've been awarded a free journey to EuroDisinc Trav, complete with accommodation and entry worth ?000. To redeem, text DIS to 87121. (18+, ?.50 per text, extra charges may apply depending on your mobile service provider, 10, LS1 3AJ)","It's urgent! You've won a complimentary trip to EuroDisinc Trav, including lodging and entry valued at ?000. To claim, text DIS to 87121. (18 and older, ?.50 per SMS, possible additional fees from your mobile carrier, 10, LS1 3AJ)","A time-sensitive message: You've been granted a free journey to EuroDisinc Travel, inclusive of accommodations and entry worth ?000. To accept, send a text with DIS to 87121. (For ages 18 and above, ?.50 per message, potential extra charges from your mobile provider, 10, LS1 3AJ)"
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123","Welcome to UK-mobile-date! This message is complimentary and provides you with free calls to 08719839835. Subsequent messages will be charged at 150p per day. To unsubscribe, send ""go stop"" to 89123.","Greetings from UK-mobile-date! You can enjoy free calling to 08719839835 with this message. Daily charges of 150p will apply to future messages. To cancel, simply send ""go stop"" to 89123.","Welcome to UK-mobile-date! This message is cost-free and grants you free calls to 08719839835. Please note that subsequent messages will incur a daily charge of 150p. To cease this service, send ""go stop"" to 89123.","You've entered UK-mobile-date! This message comes at no cost and allows you to make free calls to 08719839835. Be aware that future messages will be billed at 150p daily. To opt out, send ""go stop"" to 89123.","Greetings from UK-mobile-date! This message provides you with complimentary calling to 08719839835. There will be a daily charge of 150p for future messages. If you wish to discontinue, send ""go stop"" to 89123."
spam,3. You have received your mobile content. Enjoy,Your mobile content has been delivered. Have fun!,Mobile content successfully received. Enjoy your experience.,Content for your mobile is now with you. Delight in it.,You've got your mobile content. Time to enjoy!,Mobile content delivery confirmed. Enjoy your usage.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,Desire explicit SEX in just 30 seconds? Call 02073162414 immediately! Rate: 20p/minute.,Looking for explicit SEX quickly? Dial 02073162414 now! Only 20p per minute.,Interested in explicit SEX in 30 secs? Phone 02073162414 now! Charges apply: 20p/min.,Explicit SEX in just half a minute? Contact 02073162414 now! Cost: 20p/min.,Seeking explicit SEX instantly? Call 02073162414 now! 20p per minute.
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+","Get the newest Nokia Mobile or iPOD MP3 Player plus a ?00 prize, guaranteed! Text WIN to 83355 now! Norcorp Ltd. ?.50/msg received, 18+ only.","Win a latest Nokia Mobile or iPOD MP3 Player with a sure ?00 prize! Respond WIN to 83355! Norcorp Ltd. ?.50 per message, 18+.","Guaranteed: Latest Nokia Mobile or iPOD MP3 Player and ?00 prize! Send WIN to 83355 now! From Norcorp Ltd, ?.50/message, 18+.","Secure the latest Nokia Mobile or iPOD MP3 Player with a certain ?00 prize! Reply using WIN to 83355. Norcorp Ltd charges ?.50 per message, 18+.","Win the newest Nokia Mobile or iPOD MP3 Player and a guaranteed ?00 prize! Text 'WIN' to 83355. Norcorp Ltd, ?.50/message, adults 18+."
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","For inclusive text credits, visit www.comuk.net. Login: 3qxj9. To unsubscribe, text STOP, no additional fees. Assistance? Call 08702840625.COMUK, 220-CM2 9AE.","Access your inclusive SMS credits at www.comuk.net, login with 3qxj9. Opt-out with STOP, free of charge. Need help? 08702840625.COMUK, 220-CM2 9AE.","Visit www.comuk.net for your SMS credits. Login ID: 3qxj9. Unsubscribe using STOP, at no cost. Help available at 08702840625.COMUK, 220-CM2 9AE.","To manage your SMS credits, go to www.comuk.net, login: 3qxj9. Stop subscription with STOP, zero charges. Help line: 08702840625.COMUK, 220-CM2 9AE.","Get your text credits on www.comuk.net, login using 3qxj9. Unsubscribe with STOP for free. For assistance, dial 08702840625.COMUK, 220-CM2 9AE."
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Join the Mobile Club and pick from our selection of high-quality mobile items. Code: 7cfca1a.,Be part of the Mobile Club: Select premium items for your mobile. Reference: 7cfca1a.,Exclusive offer from Mobile Club: Choose superior quality mobile items. Use code: 7cfca1a.,Mobile Club invites you to select top-tier items for your mobile. Enter 7cfca1a.,Opt for the best in Mobile Club: Select any high-quality mobile item. Code: 7cfca1a.
spam,Money i have won wining number 946 wot do i do next,"I've won money with the winning number 946, what should I do now?","Having won money with number 946, what are my next steps?","I have a winning number, 946, for a cash prize. What's the next action?","Victorious with number 946 in a money win, what comes next?",Secured a win with number 946 - what do I proceed with now?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Congratulations! Two 3G mobile Videophones are yours. Dial 09061744553! Enjoy video chatting, Java games, polyphonic music downloads, no line rental. bx420, ip4, 5we, 150pm.","You've won! Get your two 3G Videophones. Call 09061744553 to start video chatting with friends, playing games, downloading music. No line rental. bx420, ip4, 5we, 150pm.","Celebrate! Own two 3G mobile Videophones. Ring 09061744553 now for video chats, gaming, music downloads without line rental. bx420, ip4, 5we, 150pm.","Victory! Claim your two mobile 3G Videophones. Contact 09061744553 to enjoy video chats, games, music downloads. No line rental fees. bx420, ip4, 5we, 150pm.","Exciting news! Two 3G Videophones for you. Just call 09061744553 for video chatting, gaming, music, without line rental. bx420, ip4, 5we, 150pm."
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )","In need of some excitement! With my husband gone, I'm looking for a real man to fulfill my needs. Text WIFE to 89938 for discreet fun. (To stop, text STOP. Each text costs ?.50. OTBox 731 LA1 7WS.)",Craving intimacy! My husband's not here and I desire a genuine man's company. Message WIFE to 89938 for private encounters. (End by texting STOP. Messages cost ?.50 each. OTBox 731 LA1 7WS.),"Seeking pleasure! Husband's away, so I'm searching for a true man to satisfy me. Send WIFE to 89938 for secret liaisons. (To unsubscribe, text STOP. Texts are ?.50 each. OTBox 731 LA1 7WS.)","Desire companionship! While my hubby is away, I yearn for a man to please me. SMS WIFE to 89938 for casual encounters. (STOP to unsubscribe, ?.50 per message. OTBox 731 LA1 7WS.)","In need of some excitement! My husband's not here and I desire a genuine man's company. Send WIFE to 89938 for secret liaisons. (To unsubscribe, text STOP. Texts are ?.50 each. OTBox 731 LA1 7WS.)"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,"Exciting new feature: live sex video chat on your mobile - witness the most alluring and bold girls live on your phone - for more info, text horny to 89070. To opt out, text STOP to 89070.","Amazing service alert: engage in live sex video chat on your mobile - experience the sexiest girls live on your device - for details, message horny to 89070. Cancel by sending STOP to 89070.","Check out this great new service - live sex video chat available on your phone - see attractive and daring girls live - for information, send horny to 89070. To unsubscribe, text STOP to 89070.","Introducing a fantastic service: live sex video chat on your mobile - view the most enticing girls live on your phone - text horny to 89070 for details. To stop, send STOP to 89070.","New and thrilling: live sex video chat on your mobile - watch the hottest girls live on your phone - for further details, text horny to 89070. To cancel, text STOP to 89070."
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,"Free Message: Hey baby, just got a new camera phone. Want to see a steamy picture? Or up for a chat? I'm waiting for you. Text or reply CHAT to 82242. Help at 08712317606. Message 150p to receive.","Free Msg: Hi there, I've just got a new camera phone. Interested in a hot pic? Maybe chat? Waiting for your text. Send CHAT to 82242. Assistance: 08712317606. 150p/message.","Free Message Alert: Hello, just upgraded to a new camera phone. Eager to see a sizzling photo? How about a conversation? I'm here for you. Text CHAT to 82242. Help: 08712317606. Cost: 150p per message.","No cost message: Hi darling, acquired a new camera phone. Fancy a hot pic or a chat? I'm ready. Text back CHAT to 82242. For help, dial 08712317606. Each message costs 150p.","FreeMsg: Hey, got myself a new camera phone. Want to check out a fiery picture? Or have a chat? I'm awaiting your text. Reply with CHAT to 82242. Help at 08712317606. 150p/message."""
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,"Looking for some fun? Use CHIT-CHAT on your mobile today! Login by texting CHAT to 8883 CM PO Box 4217, London W1A 6ZF, 16+ only, 118p per message received.","In the mood for a giggle? Try out CHIT-CHAT on your phone! Start by sending CHAT to 8883, CM PO Box 4217, London W1A 6ZF, for 16 and older, at 118p/message.","Want a good time? Engage in CHIT-CHAT on your mobile! Just text CHAT to number 8883, CM PO Box 4217, London W1A 6ZF. 16+ years, 118p for each message.","Feel like laughing? Check out CHIT-CHAT on your phone! Start by texting CHAT to 8883, CM PO Box 4217, London W1A 6ZF. Suitable for 16+, 118p/message.","Need a chuckle? Access CHIT-CHAT on your mobile! Log in by texting CHAT to 8883, CM PO Box 4217, London W1A 6ZF, 16+ only. 118p per received message."
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,"Immediate attention needed! We're trying to reach you again! You've WON ?000! Please call 09071512432 before 30/06/03, terms and conditions apply. BCM4235WC1N3XX, call costs 150p/min, mobile rates may vary, up to ?.50.","Critical Notice: Second contact attempt! You're a ?000 winner! Dial 09071512432 by 30/06/03, terms apply. BCM4235WC1N3XX, 150p/min, mobile costs may differ, maximum ?.50.","Alert: 2nd attempt to reach you! You have WON ?000! Call 09071512432 before 30/06/03. See terms BCM4235WC1N3XX. Calls cost 150p/min, mobile rates vary, max ?.50.","Urgent Message: Attempting contact again! You've WON ?000! Contact 09071512432 by 30/06/03. T&Cs BCM4235WC1N3XX, 150p/min call cost, mobile prices differ, max ?.50.","Important: Second attempt to notify you! You are a ?000 winner! Reach out to 09071512432 before 30/06/03. Terms BCM4235WC1N3XX, call at 150p/min, mobile charges may vary, up to ?.50."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,"Well done! You've been awarded 500 CD vouchers or a guaranteed 125 gift, plus free entry into a weekly 100 draw. Text MUSIC to 87066.","Kudos! You receive 500 in CD vouchers or a sure 125 gift, and free entry to our weekly draw of 100. Message MUSIC to 87066","Celebrate! You're given 500 CD vouchers or a 125 gift for sure, along with a free ticket to a 100 weekly draw. SMS MUSIC to 87066.","Cheers! You've secured 500 worth of CD vouchers or a confirmed 125 gift, plus a free spot in our 100 weekly draw. Send MUSIC to 87066.","Congrats! You've earned 500 in CD vouchers or a 125 gift, guaranteed. Also, enjoy free entry to a 100 weekly draw. Text MUSIC to 87066."
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Is your mobile contract 11 months old? Get the latest Motorola, Nokia, and more for FREE! Plus, double minutes and texts on Orange plans. TEXT YES for a callback or NO to be removed from records.","11 months into your mobile contract? Avail the newest Motorola, Nokia, etc., absolutely FREE! Enjoy double minutes and texts on Orange tariffs. Text YES for a callback, NO to be taken off records.","If your mobile contract is 11 months old, grab the latest Motorola, Nokia, etc. for FREE! Double your minutes and texts on Orange. TEXT YES for a callback, NO to exit records.","Mobile contract reaching 11 months? Claim your FREE latest Motorola, Nokia, and more! Double minutes & texts with Orange. TEXT YES to get a callback, NO to unsubscribe.","Nearly a year with your mobile contract? Upgrade to the newest Motorola, Nokia, etc. at no cost! Double benefits on minutes and texts on Orange. TEXT YES for a response, NO to opt out."
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","Immediate action required! Dial 09066350750 from a landline. Collect your free 4-star Ibiza Holiday or ?0,000 cash. Terms at SAE PO BOX 434 SK3 8WP, 150 ppm, 18+.","Act now! Call 09066350750 from a landline to claim your complimentary 4-star Ibiza Holiday or ?0,000. Terms available at SAE PO BOX 434 SK3 8WP, 150 ppm, adults only.","Priority Alert! Use your landline to call 09066350750. A 4-star Ibiza Holiday or ?0,000 cash prize awaits you. See terms at SAE PO BOX 434 SK3 8WP, 150 ppm, 18+.","Urgent notice! Contact 09066350750 via landline. Claim a free 4-star Ibiza Holiday or ?0,000 cash. Details at SAE PO BOX 434 SK3 8WP, cost 150 ppm, 18+.","Important call needed! Ring 09066350750 from a landline. Your 4-star Ibiza Holiday or ?0,000 cash are ready for collection. T&Cs at SAE PO BOX 434 SK3 8WP, 150 ppm, for 18+."
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Get a shot at winning a ?50 shopping spree every week! Text SHOP to 80878. Terms at www.txt-2-shop.com, customer care 08715705022, ?.50 per week.","Try your luck to win a weekly ?50 shopping spree! SMS SHOP to 80878. Details at www.txt-2-shop.com, customer service 08715705022, once a week at 150p.","Win a ?50 shopping spree weekly! Message SHOP to 80878. Rules at www.txt-2-shop.com, help at 08715705022, ?.50 weekly.","Enter for a chance to win a ?50 weekly shopping spree! Send SHOP to 80878. T&C's at www.txt-2-shop.com, support 08715705022, cost ?.50/week.","Chance to win ?50 on a shopping spree each week! Text SHOP to 80878. Visit www.txt-2-shop.com for terms, call 08715705022 for help, ?.50 each week."
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,"A Secret Admirer wishes to connect with you - discover their identity and who finds you special. Call 09065171142 to find out. To stop SMS, dial 08718727870 at 150ppm.","Someone secretly admires you and wants to reach out. Uncover who it is and why you're so special. Phone 09065171142. Stop SMS at 08718727870, 150p per minute.","You've got a Secret Admirer eager to contact you! Reveal who cherishes you by calling 09065171142. To end SMS, contact 08718727870, costing 150ppm.","An unknown admirer seeks to connect with you - find out their identity and why they think you're special. Ring 09065171142. Stop messages at 08718727870, 150p/min.","Secret Admirer alert: Someone wants to contact you. Learn who they are and why you're adored. Call 09065171142. For opting out of SMS, call 08718727870 at 150ppm."
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","Mila here, 23, blonde and new to the UK, seeking fun experiences with UK men. Interested? Text MTALK to 69866. Over 18 only. 30p per text, first 5 free, subsequent texts ?.50. Need help? 08718728876.","I'm Mila, 23, a blonde newbie in the UK, looking for exciting times with UK guys. Fancy a good time? SMS MTALK to 69866, 18+. Costs 30p/text, first 5 are free, then ?.50 each. Assistance? 08718728876.","Meet Mila, 23, a blonde fresh in the UK, interested in UK gentlemen for fun. Feel the same? Message MTALK to 69866, adults only. 30p/message, first 5 free, then ?.50 per text. Help at 08718728876.","Introducing Mila, 23, a new blonde in the UK, eager for adventures with UK men. Keen on fun? Send MTALK to 69866. Must be 18+. 30p per message, first five free, then ?.50 each. Help line: 08718728876.","Mila, a 23-year-old blonde newcomer to the UK, seeks enjoyable moments with British gentlemen. If you're interested in having fun with me, send MTALK to 69866. Cost: 18+. First 5 texts are free, with ?.50 increments thereafter. For assistance, call 08718728876."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,"Congratulations ENGLAND! Download the official polyphonic ringtone or color flag for your mobile! SMS TONE or FLAG to 84199 immediately! To opt-out, send ENG STOP. Box39822 W111WX, cost ?.50.","Cheers to ENGLAND! Grab the official poly ringtone or a color flag for your phone! Message TONE or FLAG to 84199 now! Opt-out with ENG STOP. Box39822 W111WX, ?.50 per text.","Bravo ENGLAND! Obtain the official poly ringtone or a colorful flag on your mobile! Text TONE or FLAG to 84199 NOW! To unsubscribe, text ENG STOP. Box39822 W111WX, ?.50.","Great job ENGLAND! Acquire the official polyphonic ringtone or flag in color for your mobile! Send TONE or FLAG to 84199 now! Opt-out by texting ENG STOP. Box39822 W111WX, ?.50.","Kudos to ENGLAND! Access the official poly ringtone or colorful flag on your phone! Text TONE or FLAG to 84199 right away! To stop, text ENG STOP. Box39822 W111WX, costs ?.50."
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,"Free Message: Text CALL to 86888 and claim your reward of 3 hours of talk time to use on your phone now! Subscribe for 6 GBP per month, includes 3 hours. Over 16? Text Stop to unsubscribe.","Free Msg: Send CALL to 86888 to receive your 3-hour talk time reward on your phone! Monthly subscription at 6 GBP, including 3 hours. Under 16? To stop, text Stop.","No-cost Message: Message CALL to 86888 and get 3 hours of free talk time for your phone! Subscription costs 6 GBP/month, includes 3 hours. To opt out, text Stop.","FreeMsg Alert: Text CALL to 86888 to claim 3 hours of talk time for immediate use! Monthly fee of 6 GBP, includes 3 hours. Aged 16 or over? Unsubscribe by texting Stop.","Complimentary Message: SMS CALL to 86888 and secure 3 hours of talk time on your phone now! Subscribe for 6 GBP/month, 3 hours included. Not 16? Stop subscription with txtStop."
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Participate in the Sunshine Quiz! Win an amazing Sony DVD recorder by naming Australia's capital. Text MQUIZ to 82277 to enter.,Try the Sunshine Quiz! Secure a fantastic Sony DVD recorder by knowing the capital of Australia. SMS MQUIZ to 82277 to play.,Join the Sunshine Quiz! A super Sony DVD recorder could be yours if you know Australia's capital. Send MQUIZ to 82277 to participate.,Sunshine Quiz Challenge! Get a chance to win a Sony DVD recorder by identifying the capital of Australia. Message MQUIZ to 82277 to take part.,Engage in the Sunshine Quiz! Stand a chance to win a Sony DVD recorder by naming the capital of Australia. Text MQUIZ to 82277 to join.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Call our customer service at 0800 169 6031 between 10am and 9pm to claim your guaranteed win of ?000 cash or a ?000 prize!,"Contact our customer service team on 0800 169 6031, available from 10am to 9pm, as you're a guaranteed winner of either ?000 cash or a ?000 prize!",Reach out to our customer service on 0800 169 6031 between 10am and 9pm. You've won either ?000 in cash or a prize worth ?000!,Dial our customer support at 0800 169 6031 anytime from 10am to 9pm. You are a confirmed winner of ?000 cash or a ?000 prize!,Connect with our customer service representative at 0800 169 6031 from 10am to 9pm. You've secured a guaranteed ?000 cash or a ?000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,"Vodafone numbers ending in 7634 are today's lucky picks for a ?50 reward. If your number matches, call 08712300220 and mention claim code 7684. Standard rates apply.","If your Vodafone number ends with 7634, you're selected for a ?50 reward. Matched? Phone 08712300220, quote claim code 7684. Regular call rates apply.","Today's selected Vodafone users ending with 7634 qualify for a ?50 reward. Confirm your match by calling 08712300220, claim code 7684. Usual rates are charged.",Vodafone numbers finishing with 7634 are today's winners of a ?50 reward. Have this number? Dial 08712300220 with claim code 7684. Standard rates apply.,"Vodafone users with numbers ending in 7634 are today's chosen ones for a ?50 prize. Is yours a match? Call 08712300220, claim code 7684, at standard call rates."
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,"Stop overpaying! Obtain your mobile content at www.clubmoby.com or call 08717509990 for polyphonic/true tones, pictures, ringtones, games - get six downloads for just ?.","Don't get cheated! Visit www.clubmoby.com or dial 08717509990 for a variety of mobile content including polyphonic tunes, real tones, images, ringtones, and games, all six for a mere ?.","Avoid being overcharged! For quality mobile content, go to www.clubmoby.com or phone 08717509990. Avail six downloads of poly/true tones, pictures, ringtones, and games for only ?.","Don't fall for high prices! Access your mobile content via www.clubmoby.com, or contact 08717509990. Choose from polyphonic, true tones, pictures, ringtones, games - six downloads at just ?.","Beware of scams! For affordable mobile content, head to www.clubmoby.com or ring 08717509990. Get a mix of polyphonic and true tones, pictures, ringtones, games - six for only ?."
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,"We attempted to reach you regarding your response to our video phone offer: 750 minutes on any network, half-price line rental, and a camcorder. Please reply or call 08000930705.","Attempting to contact you about your interest in our offer: a Video Phone with 750 mins on any network, plus half-off line rental and a camcorder. Respond or dial 08000930705.","We've been trying to get in touch about your reply to our video phone deal: 750 minutes across all networks, reduced line rental, and a camcorder. Please reply or phone 08000930705.","We've made efforts to contact you about your response to our video phone proposal: 750 minutes on any network, line rental at half price, and a camcorder. Kindly reply or contact 08000930705.","In response to your interest in our video phone offer (750 mins on any network, half the line rental, and a camcorder), we tried to reach you. Please get back to us or call 08000930705."
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,"You have a ?00 Christmas reward awaiting! You've been randomly selected from our loyal mobile customers. To claim, simply call 09066380611.",A special ?00 Xmas reward is reserved for you! Our system chose you randomly among our faithful mobile users. Call 09066380611 to receive it.,Get ready for a ?00 Xmas gift! You've been picked randomly from our dedicated mobile customer base. Just dial 09066380611 to claim.,"An exciting ?00 Christmas reward is yours to claim! Selected randomly from our valued mobile customers, call 09066380611 to receive your reward.","A ?00 Christmas reward is yours! As a loyal mobile customer, our computer has chosen you. To claim, simply phone 09066380611."
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,"Confidential! Your 2003 account statement reveals 800 unredeemed S.I.M. points. To redeem, call 08718738002 with Identifier Code: 48922 before 21/11/04.","Exclusive notice! According to your 2003 account, you have 800 S.I.M. points pending. Redeem them by calling 08718738002, code 48922, before 21/11/04.",Important message! Your 2003 account summary shows 800 unused S.I.M. points. Contact 08718738002 and use Identifier Code: 48922 by 21/11/04 for redemption.,"Alert! Your account from 2003 indicates 800 unclaimed S.I.M. points. Redeem by calling 08718738002, use code 48922, expires on 21/11/04.","Private Information: Your account from 2003 has 800 S.I.M. points yet to be redeemed. Call 08718738002, provide Code: 48922, valid until 21/11/04."
